,age,gender,city,position,experience,germany_experience,work_level,main_tech,other_tech,yearly_salary,vacation_days,emp_state,contract_duration,main_language,company_size,company_type,covid_lost
211,34,Male,Munich,Software Engineer,12.0,5.0,Lead,python,"Python, Javascript / Typescript, SQL, AWS, Docker",95000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No
213,27,Male,Berlin,Backend Developer,5.0,1.0,Middle,Java,"AWS, Docker",65000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
214,30,Male,Berlin,Mobile Developer,3.0,2.0,Senior,Swift,"Kotlin, .NET, Java / Scala, Dart",58000.0,28.0,full-time,Unlimited contract,English,11-50,Startup,No
215,34,Male,Berlin,Data Scientist,5.0,5.0,Middle,Python,"C/C++, SQL, AWS, Docker",65000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
216,36,Female,Berlin,QA Engineer,14.0,7.0,Lead,Java,Kotlin,69000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No
217,27,Male,Berlin,Backend Developer,5.0,1.0,Middle,Java,"AWS, Docker",65000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
218,45,Male,Berlin,Mobile Developer,10.0,4.0,Lead,SWIFT,"Swift, Javascript / Typescript, Java / Scala, Google Cloud",77000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
219,35,Male,Berlin,Backend Developer,6.0,2.0,Senior,"Java, angular, Aws","Python, Javascript / Typescript, Java / Scala, SQL, AWS, Docker",74000.0,30.0,full-time,Unlimited contract,English,51-100,Product,No
220,36,Male,Berlin,Engineering Manager,7.0,1.0,Lead,"Swift, objective-c","Kotlin, Swift, Go, AWS, Kubernetes, Docker",80000.0,26.0,full-time,Unlimited contract,English,1000+,Product,No
221,32,Male,Stuttgart,QA Engineer,9.0,9.0,Senior,Java,"R, SQL, Perl, Docker",60000.0,30.0,full-time,Unlimited contract,German,1000+,Consulting / Agency,No
222,33,Male,Boeblingen,DevOps,14.0,4.0,Senior,Golang,"Python, Javascript / Typescript, SQL, Go, Perl, Google Cloud, Kubernetes, Docker",70000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
223,30,Male,Berlin,Backend Developer,10.0,2.0,Middle,PHP,"Kotlin, Java / Scala, SQL, AWS, Docker",56000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
224,35,Male,Berlin,Software Engineer,15.0,4.0,Senior,go,"PHP, Javascript / Typescript, Perl, AWS, Kubernetes, Docker",70000.0,28.0,full-time,Unlimited contract,English,51-100,Startup,Yes
225,24,Male,Boeblingen,C/C++/Java developer,0.8,0.8,Junior,Java,C/C++,48000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No
226,25,Male,Stuttgart,Backend Developer,4.0,2.0,Middle,Java,"Javascript / Typescript, .NET",60000.0,30.0,full-time,Unlimited contract,German,101-1000,Consulting / Agency,No
227,29,Male,Berlin,Mobile Developer,8.0,4.0,Senior,Kotlin,"Kotlin, Javascript / Typescript, Dart",65000.0,26.0,full-time,Unlimited contract,English,101-1000,Product,No
228,32,Male,Berlin,DevOps Manager,10.0,3.0,Lead,DevOps,"Python, AWS, Azure, Kubernetes, Docker",100000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
229,32,Male,Düsseldorf,Software Engineer,11.0,7.0,Senior,.net,"Javascript / Typescript, Java / Scala, Go",60000.0,30.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
230,24,Male,Munich,Software Engineer,3.0,2.0,Middle,Node.js,"Swift, Javascript / Typescript, Go, AWS, Kubernetes, Docker",58000.0,28.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
231,24,Female,Stuttgart,Software Engineer,2.0,1.0,Middle,iOS,"Swift, Flutter",55200.0,30.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No
232,56,Male,Ingolstadt,Software Engineer,9.0,9.0,Senior,R,"R, SQL",75000.0,30.0,full-time,Temporary contract,German,1000+,Product,No
234,25,Male,Munich,ML Engineer,1.0,1.0,Middle,Python,"Python, C/C++, Swift, Matlab ",65000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
236,28,Male,Stuttgart,Software Engineer,8.0,1.0,Senior,C++,Python,67200.0,30.0,full-time,Unlimited contract,English,1000+,Outsorce,No
237,32,Male,Berlin,Backend Developer,8.516129032258064,3.0,Senior,Ruby,"Javascript / Typescript, Go, AWS, Docker",72000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
239,26,Female,Berlin,Software Engineer,6.0,4.0,Senior,.NET,".NET, SQL, Azure, Docker",65000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No
240,31,Female,Stuttgart,Data Scientist,4.0,2.0,Middle,R,"Python, R, Azure",65000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
241,31,Male,Munich,Software Engineer,9.0,1.0,Middle,C++,Java / Scala,92500.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
243,33,Male,Munich,Backend Developer,15.0,3.0,Lead,Scala,"Javascript / Typescript, Java / Scala, SQL, AWS, Docker",100000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No
244,26,Male,Munich,ML Engineer,1.5,1.5,Junior,Python,"C/C++, PyTorch",58000.0,30.0,full-time,Unlimited contract,German,101-1000,Consulting / Agency,No
245,30,Female,Frankfurt,QA Engineer,6.0,4.0,Senior,Bash,"Python, Java / Scala, SQL, AWS, Azure",70000.0,30.0,full-time,Unlimited contract,German,1000+,Bank ,No
246,34,Male,Berlin,Software Engineer,14.0,5.0,Senior,C#,"Javascript / Typescript, .NET, SQL, AWS, Docker",72000.0,26.0,full-time,Unlimited contract,English,101-1000,Product,No
247,37,Male,Berlin,Team Lead,12.0,10.0,Head,Python,"Python, PHP, Javascript / Typescript, SQL, Docker",90000.0,30.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No
251,31,Male,Berlin,QA Engineer,10.0,5.0,Senior,nothing,Python,60000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
253,39,Male,Munich,BI IT Consultant,5.0,5.0,Middle,"Qlik BI Tool, SQL","Javascript / Typescript, SQL",56000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
256,29,Male,Munich,Backend Developer,8.0,4.0,Senior,Java,SQL,95000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
257,36,Male,Nürnberg,Frontend Developer,1.0,0.5,Junior,Javascript,"PHP, SQL",37500.0,28.0,full-time,Temporary contract,German,up to 10,Startup,Yes
258,33,Male,Berlin,iOS Developer,10.0,2.0,Middle,Swift,"Ruby, Objective C",67000.0,29.0,full-time,Unlimited contract,English,1000+,Product,No
262,37,Male,Berlin,Cloud Engineer,15.0,3.0,Senior,Cloud,"Python, .NET, Azure, Kubernetes, Docker",72000.0,36.0,full-time,Unlimited contract,English,1000+,Product,Yes
264,30,Male,Ansbach,Software Engineer,4.0,3.0,Junior,PHP,Javascript / Typescript,42000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No
265,34,Male,Munich,Solutions architect,14.0,6.0,Head,Blockchain,"Python, Kotlin, Java / Scala, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",95000.0,24.0,full-time,Unlimited contract,English,101-1000,Startup,No
267,43,Male,Berlin,Backend Developer,5.0,1.5,Middle,Java,Kotlin,64000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
269,34,Male,Leipzig,Mobile Developer,14.0,2.0,Senior,Android,"Kotlin, Java / Scala, Azure",60000.0,23.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No
270,29,Male,Berlin,Backend Developer,9.0,5.0,Senior,Java,"Kotlin, SQL, Azure, Kubernetes, Docker, Mongo",85000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
271,37,Male,Berlin,Frontend Developer,14.0,5.0,Senior,Angular,"Javascript / Typescript, Azure, Kubernetes, GraphQL",84000.0,30.0,full-time,Unlimited contract,English,1000+,IT Department of established business,No
272,41,Male,Munich,Senior Program Manager,19.0,5.0,Senior,Autonomous Driving,C/C++,123600.0,33.0,full-time,Unlimited contract,English,101-1000,Product,No
273,33,Male,Mannheim,Software Engineer,6.0,2.0,Middle,c#,.NET,49000.0,28.0,full-time,Unlimited contract,English,51-100,Startup,No
275,40,Male,Munich,QA Engineer,18.0,14.0,Lead,Java,"SQL, AWS, Kubernetes, Docker, Groovy",78000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
276,38,Male,Munich,Backend Developer,12.0,12.0,Senior,Java,"PHP, Javascript / Typescript, SQL",70000.0,30.0,full-time,Unlimited contract,German,101-1000,Telecommunications,No
278,27,Male,Berlin,Backend Developer,7.0,0.0,Senior,go,"SQL, Go, AWS, Kubernetes, Docker",72000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No
283,38,Male,Munich,ML Engineer,10.0,3.0,Lead,Python,"SQL, AWS, Azure, Kubernetes, Docker",92000.0,30.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No
284,42,Male,Berlin,ML Engineer,20.0,20.0,Senior,Python,"Java / Scala, SQL, AWS, Google Cloud, Azure, Docker",80000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
286,38,Male,Hamburg,Software Engineer,12.0,6.0,Senior,Java,"Python, Java / Scala, AWS, Docker",73000.0,30.0,full-time,Unlimited contract,English,51-100,Product,No
288,30,Male,Berlin,Software Engineer,11.0,2.0,Senior,Kotlin,"Kotlin, .NET, SQL, AWS",55000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No
289,32,Male,Berlin,Software Engineer,9.0,5.0,Lead,JavaScript,"Javascript / Typescript, Ruby, AWS, Kubernetes, Docker",90000.0,25.0,full-time,Unlimited contract,English,101-1000,Product,No
290,41,Male,Munich,Backend Developer,21.0,3.0,Senior,Java,"Kubernetes, Docker",80000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
291,34,Male,Berlin,Security Engineer,10.0,4.0,Senior,python,"Javascript / Typescript, AWS, Kubernetes",85000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
292,45,Male,Berlin,Software Engineer,25.0,20.0,Lead,c++,"Python, C/C++, Javascript / Typescript, Ruby, .NET, Java / Scala, SQL, Go, AWS, Kubernetes",75000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
293,34,Male,Berlin,DevOps,6.0,6.0,Middle,"Java, terraform","Python, Kotlin, Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",62000.0,28.0,full-time,Unlimited contract,German,1000+,Media,No
294,25,Male,Stuttgart,Backend Developer,7.0,1.0,Senior,PHP,"Python, PHP, Javascript / Typescript, SQL",60000.0,26.0,full-time,Unlimited contract,English,11-50,Startup,Yes
295,32,Male,Berlin,Software Engineer,12.0,1.5,Senior,iOS,"Swift, objective-c",66800.0,25.0,full-time,Unlimited contract,English,51-100,Product,No
296,65,Male,Berlin,Software Engineer,25.0,25.0,Senior,"Pascal, VB.NET, C#",".NET, SQL",55000.0,30.0,full-time,Unlimited contract,German,51-100,Product,No
297,33,Male,Munich,Business Analyst,10.0,4.0,Senior,Java,SQL,70000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No
298,34,Male,Berlin,ML Engineer,12.0,3.0,Senior,Python,"Python, SQL, Google Cloud, Kubernetes, Docker",90000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
299,28,Male,Berlin,Backend Developer,7.0,1.0,Senior,PHP,"Javascript / Typescript, .NET, SQL, Azure, Kubernetes, Docker",70000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
301,39,Male,Munich,DBA,17.0,5.0,Senior,Oracle,SQL,64000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
302,30,Male,Berlin,Backend Developer,7.0,2.0,Senior,Ruby,"Javascript / Typescript, SQL, Go, AWS, Docker",72000.0,25.0,full-time,Unlimited contract,English,11-50,Product,No
303,34,Male,Berlin,DevOps,12.0,2.0,Senior,Java,"Go, AWS, Kubernetes, Docker",70000.0,25.0,full-time,Unlimited contract,English,101-1000,Product,No
304,35,Male,Berlin,Support Engineer,10.0,4.0,Senior,PHP,"SQL, AWS, Docker",63500.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
305,35,Female,Berlin,Frontend Developer,12.0,5.0,Middle,Javascript ,"AWS, Docker",70000.0,29.0,full-time,Unlimited contract,English,101-1000,E-commerce,No
306,34,Male,Berlin,Frontend Developer,10.0,3.0,Senior,"Angular, React","Python, Javascript / Typescript, Docker",68000.0,40.0,full-time,Unlimited contract,English,11-50,Startup,No
307,34,Male,Berlin,Software Engineer,12.0,2.0,Lead,.net,"Javascript / Typescript, .NET, SQL, Azure",78000.0,36.0,full-time,Unlimited contract,German,1000+,Product,No
309,38,Male,Berlin,Software Engineer,13.0,6.0,Lead,Java,Kotlin,89570.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
310,34,Female,Berlin,Software Engineer,9.0,3.0,Senior,Kotlin,"Python, Kotlin, Java / Scala, Google Cloud, Kubernetes, Docker",78000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
311,31,Male,Berlin,Mobile Developer,7.0,3.5,Senior,iOS,Swift,80000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
312,34,Male,Berlin,Backend Developer,15.0,5.0,Senior,Elixir,"Javascript / Typescript, Ruby, SQL, Google Cloud, Kubernetes, Docker",70000.0,30.0,full-time,Unlimited contract,English,51-100,Product,No
313,29,Female,Munich,Software Engineer,5.0,4.0,Middle,"NodeJS, Typescript, AWS","Javascript / Typescript, Java / Scala, AWS",67000.0,31.0,full-time,Unlimited contract,English,101-1000,Product,No
314,37,Male,Berlin,Software Engineer,15.0,3.0,Senior,Scala,"Python, Java / Scala, Docker",85000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
315,44,Male,Stuttgart,Software Engineer,22.0,3.0,Senior,Erlang,"Python, SQL, Docker",76000.0,30.0,full-time,Unlimited contract,English,51-100,Startup,No
316,30,Male,Munich,Frontend Developer,9.0,3.0,Middle,TypeScript,"Javascript / Typescript, Kubernetes",66000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
317,26,Male,Frankfurt,Consultant,4.0,4.0,Middle,JavaScript,"Python, Javascript / Typescript",65000.0,30.0,full-time,Unlimited contract,German,101-1000,Consulting / Agency,No
